record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-07-17 00:40:49,2026-07-17 00:00:00,70,70,33,33.8,6.4,0.6,5.5,27,65,1.5
2026-07-17 02:19:06,2026-07-17 02:00:00,65,65,35,27.3,6,1.6,5.5,25,83,0.5
2026-07-17 04:11:43,2026-07-17 03:00:00,63,63,35,27.3,5.1,1.6,5.5,24.5,85.5,1
2026-07-17 05:18:28,2026-07-17 05:00:00,61,61,34,27.7,4.2,1.6,5.5,24,88,0.5
2026-07-17 07:10:17,2026-07-17 06:00:00,63,63,33,23.6,4.2,1.6,5.5,24,91,0.5
2026-07-17 08:13:20,2026-07-17 07:00:00,65,65,33,19.9,5.1,1.6,5.5,25,85.5,1.5
2026-07-17 12:24:45,2026-07-17 12:00:00,74,74,46,46.3,12.4,0.6,5.5,31,48,5.6
2026-07-17 15:28:56,2026-07-17 15:00:00,75,30,19,75.3,4.2,1.6,2.8,31,52,4.6
2026-07-17 18:11:32,2026-07-17 17:00:00,73,30,16,73.4,4.6,1.6,2.8,31,50,4.6
2026-07-17 19:42:28,2026-07-17 19:00:00,66,34,17,66.2,5.5,1.6,2.8,29,58,2.5
