record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-05-01 00:47:35,2026-05-01 00:00:00,72,72,45,38.2,5.5,2.1,3.7,17,57.5,1.5
2026-05-01 02:44:46,2026-05-01 02:00:00,65,65,40,40.3,3.7,2.1,3.7,13,76,0.5
2026-05-01 04:19:32,2026-05-01 04:00:00,68,68,40,37.8,3.2,2.1,3.7,12,81,0.5
2026-05-01 06:09:15,2026-05-01 05:00:00,72,72,41,37.8,3.2,2.1,3.7,10,93,1.5
2026-05-01 07:10:41,2026-05-01 06:00:00,74,74,42,30.9,4.6,2.1,3.7,14,79,0.5
2026-05-01 08:08:02,2026-05-01 07:00:00,76,76,45,32.1,5.5,2.1,3.7,18,59,1.5
2026-05-01 12:17:38,2026-05-01 12:00:00,78,78,53,59.1,3.7,6.1,4.6,26,27,2.5
2026-05-01 15:37:11,2026-05-01 15:00:00,63,63,44,62.3,2.3,3.1,3.7,26,27,2.5
2026-05-01 17:58:01,2026-05-01 17:00:00,91,91,66,78,3.7,4.6,5.5,23,43,2.5
2026-05-01 19:33:07,2026-05-01 19:00:00,107,107,75,73.4,6.4,5.1,6.4,20,45,2.5
