record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-05-29 01:02:09,2026-05-29 00:00:00,29,25,12,29.3,2.8,0.6,1.9,16,82,0.5
2026-05-29 03:44:50,2026-05-29 02:00:00,25,25,12,19.5,4.2,0.6,1.9,14,93,0.5
2026-05-29 06:06:45,2026-05-29 05:00:00,21,21,11,17.5,3.2,0.6,1.9,13,93,1.5
2026-05-29 07:43:00,2026-05-29 07:00:00,25,25,16,17.5,6.9,1.1,1.9,21,60,0.5
2026-05-29 12:42:39,2026-05-29 12:00:00,46,21,20,45.9,5.5,1.1,1.9,31,27,3.6
2026-05-29 16:51:31,2026-05-29 16:00:00,55,25,15,55.2,4.2,1.1,1.9,34,17,4.6
2026-05-29 20:27:05,2026-05-29 20:00:00,65,65,30,48.8,10.1,1.1,2.8,28,34,3.6
