record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-05-24 01:17:00,2026-05-24 01:00:00,95,95,51,24.8,6.9,0.6,3.7,21,88,1.5
2026-05-24 03:37:39,2026-05-24 03:00:00,93,93,49,21.6,5.5,0.6,3.7,20,93,0.5
2026-05-24 05:07:32,2026-05-24 04:00:00,95,95,50,23.6,5.1,0.6,3.7,20,93,0.5
2026-05-24 06:08:38,2026-05-24 05:00:00,99,99,51,26.4,5.1,0.6,3.7,20,93,1.5
2026-05-24 07:11:24,2026-05-24 06:00:00,109,109,54,27.3,5.5,0.6,3.7,20,93,0.5
2026-05-24 08:14:02,2026-05-24 07:00:00,127,127,59,26.9,5.5,1.1,3.7,21,88,1.5
2026-05-24 13:12:13,2026-05-24 12:00:00,152,152,69,50.6,6,1.1,5.5,27,69,1.5
2026-05-24 16:01:00,2026-05-24 15:00:00,122,122,61,74.7,5.5,1.1,5.5,29,54,3.6
2026-05-24 18:10:24,2026-05-24 17:00:00,112,112,58,78.6,6.9,1.1,4.6,29,54,3.6
2026-05-24 19:43:18,2026-05-24 19:00:00,124,124,67,69.5,8.7,1.1,5.5,26,69,1.5
2026-05-24 21:59:43,2026-05-24 21:00:00,139,139,71,81.9,8.3,1.1,5.5,25,73,1.5
2026-05-24 23:32:29,2026-05-24 23:00:00,139,139,67,59.7,7.4,1.6,6.4,23,78,0.5
