record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-05-04 00:01:06,2026-05-03 23:00:00,29,17,9,29.3,1,2.1,1.9,15,26,2.5
2026-05-04 01:08:40,2026-05-04 00:00:00,29,13,7,28.9,1,2.1,1.9,9,46,0.5
2026-05-04 02:03:40,2026-05-04 01:00:00,27,13,7,26.9,1,2.1,1.9,6,65,1.5
2026-05-04 03:18:36,2026-05-04 03:00:00,21,21,11,18.7,3.7,2.1,1.9,4,80,0.5
2026-05-04 05:02:50,2026-05-04 04:00:00,20,17,10,19.9,0.5,2.1,1.9,4,86,0.5
2026-05-04 06:01:09,2026-05-04 05:00:00,17,13,9,16.7,1.4,2.1,1.9,3,86,0.5
2026-05-04 07:03:05,2026-05-04 06:00:00,17,17,11,13,4.2,2.1,1.9,5,86,0.5
2026-05-04 08:03:31,2026-05-04 07:00:00,17,17,11,16.7,2.3,2.1,1.9,11,62,0.5
2026-05-04 12:08:48,2026-05-04 11:00:00,28,25,21,28.1,3.2,2.1,1.9,21,32,1.5
2026-05-04 15:24:47,2026-05-04 15:00:00,58,55,33,57.8,1.9,2.1,2.8,26,24,5.6
2026-05-04 18:25:14,2026-05-04 18:00:00,59,55,37,59.1,2.8,2.6,2.8,24,29,6.6
