record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-05-02 01:13:16,2026-05-02 01:00:00,82,82,55,37,3.7,2.6,4.6,14,58,0.5
2026-05-02 02:13:51,2026-05-02 01:00:00,82,82,55,37,3.7,2.6,4.6,14,58,0.5
2026-05-02 04:12:05,2026-05-02 04:00:00,78,78,50,38.2,2.8,2.6,4.6,11,76,0.5
2026-05-02 05:09:35,2026-05-02 04:00:00,78,78,50,38.2,2.8,2.6,4.6,11,76,0.5
2026-05-02 06:06:45,2026-05-02 05:00:00,78,78,50,31.3,5.1,2.6,4.6,10,81,0.5
2026-05-02 07:08:11,2026-05-02 06:00:00,82,82,52,28.5,6.9,2.6,4.6,10,87,0.5
2026-05-02 08:06:06,2026-05-02 07:00:00,78,78,48,28.9,5.5,2.6,4.6,15,67,1.5
2026-05-02 11:50:58,2026-05-02 11:00:00,78,78,51,49.2,3.7,4.6,4.6,21,40,1.5
2026-05-02 14:20:25,2026-05-02 14:00:00,36,25,17,36.2,1.4,2.1,1.9,19,42,10.8
2026-05-02 16:43:50,2026-05-02 16:00:00,36,13,8,35.8,1,2.1,1.9,16,59,8.7
2026-05-02 18:10:33,2026-05-02 17:00:00,34,13,6,34.2,1,2.1,1.9,13,82,6.6
2026-05-02 19:08:02,2026-05-02 18:00:00,32,13,6,31.7,1,2.1,1.9,12,87,6.6
2026-05-02 19:59:20,2026-05-02 19:00:00,31,13,6,31.3,0.5,1.6,1.9,13,71,4.6
