record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-05-17 01:15:08,2026-05-17 01:00:00,102,102,45,29.3,1,0.6,3.7,17,93,1.5
2026-05-17 03:33:01,2026-05-17 03:00:00,91,91,39,25.6,1.9,0.6,3.7,17,100,0.5
2026-05-17 05:04:44,2026-05-17 04:00:00,87,87,35,27.3,1.4,1.1,3.7,17,100,1.5
2026-05-17 06:05:08,2026-05-17 04:00:00,87,87,35,27.3,1.4,1.1,3.7,17,100,1.5
2026-05-17 07:08:36,2026-05-17 04:00:00,87,87,35,27.3,1.4,1.1,3.7,17,100,1.5
2026-05-17 08:08:55,2026-05-17 04:00:00,87,87,35,27.3,1.4,1.1,3.7,17,100,1.5
2026-05-17 12:32:51,2026-05-17 11:00:00,61,61,19,19.5,2.8,0.6,4.6,18,96.5,1.5
2026-05-17 15:44:06,2026-05-17 15:00:00,50,50,13,20.8,3.7,1.1,5.5,19,93,0.5
2026-05-17 17:59:25,2026-05-17 17:00:00,46,46,12,17.5,3.7,0.6,5.5,18,100,0.5
2026-05-17 19:33:04,2026-05-17 19:00:00,38,38,10,17.1,3.7,0.6,5.5,18,100,1.5
