record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-05-16 01:01:16,2026-05-16 00:00:00,151,151,62,45.1,2.8,1.1,4.6,21,77,0.2
2026-05-16 02:53:32,2026-05-16 02:00:00,151,151,61,41.9,2.3,1.1,4.6,21,77,1.5
2026-05-16 04:34:51,2026-05-16 04:00:00,155,155,64,32.1,2.8,1.1,5.5,20,77,1.5
2026-05-16 06:11:02,2026-05-16 05:00:00,154,154,63,28.9,2.8,0.6,5.5,20,77,2.5
2026-05-16 07:13:37,2026-05-16 06:00:00,147,147,57,27.3,5.1,1.1,6.4,20,77,2.5
2026-05-16 12:02:03,2026-05-16 11:00:00,80,80,50,43.5,2.8,3.6,6.4,22,64,5.6
2026-05-16 14:34:26,2026-05-16 14:00:00,95,95,48,37,2.3,1.1,4.6,21,68,3.6
2026-05-16 17:01:16,2026-05-16 16:00:00,82,82,41,44.7,1.9,1.1,2.8,21,68,4.6
2026-05-16 18:37:39,2026-05-16 18:00:00,74,74,37,41.5,2.3,1.1,2.8,21,68,4.6
2026-05-16 20:06:03,2026-05-16 19:00:00,78,78,39,42.7,1.9,1.1,2.8,20,72,2.5
