record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-04-21 01:19:10,2026-04-21 01:00:00,57,57,49,20.4,1.9,2.1,2.8,9,61,1.5
2026-04-21 03:33:37,2026-04-21 03:00:00,46,46,43,18.3,1.9,2.1,2.8,6,81,0.5
2026-04-21 05:01:49,2026-04-21 04:00:00,42,42,39,18.7,1,2.1,2.8,5,86,0.5
2026-04-21 06:03:34,2026-04-21 05:00:00,42,42,37,17.9,0.5,1.6,2.8,5,86,0.5
2026-04-21 07:03:43,2026-04-21 06:00:00,42,42,30,17.5,1,2.1,2.8,5,93,0.2
2026-04-21 07:59:00,2026-04-21 07:00:00,50,50,33,15.5,2.3,2.1,2.8,9,81,0.2
2026-04-21 11:45:53,2026-04-21 11:00:00,72,72,58,22,7.4,2.6,3.7,20,30,0.5
2026-04-21 14:13:33,2026-04-21 13:00:00,72,72,56,30.9,6.9,3.1,3.7,26,10,3.6
2026-04-21 17:02:31,2026-04-21 16:00:00,65,65,53,50.6,0.5,2.6,3.7,25,12,5.6
2026-04-21 18:44:00,2026-04-21 18:00:00,70,70,57,51.9,1.9,2.6,3.7,23,27,8.7
2026-04-21 20:09:44,2026-04-21 19:00:00,107,107,65,48,5.1,3.1,4.6,21,37,6.6
2026-04-21 22:09:33,2026-04-21 21:00:00,139,139,87,38.6,1,4.1,7.3,19,45,3.6
