record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-04-26 01:01:59,2026-04-26 00:00:00,72,72,52,22.8,18.8,2.1,4.6,20,64,4.6
2026-04-26 01:57:05,2026-04-26 01:00:00,68,68,50,26.4,14.2,2.1,4.6,19,68,0.5
2026-04-26 03:11:48,2026-04-26 02:00:00,72,72,52,26.4,12.4,2.1,3.7,15,87,0.5
2026-04-26 03:56:05,2026-04-26 03:00:00,74,74,52,26,8.3,2.1,3.7,14,87,0.5
2026-04-26 04:57:01,2026-04-26 04:00:00,74,74,52,22.4,6,2.1,3.7,14,93,0.5
2026-04-26 05:53:17,2026-04-26 05:00:00,74,74,51,22,4.6,2.1,3.7,13,93,0.5
2026-04-26 06:57:31,2026-04-26 06:00:00,76,76,51,21.6,4.2,1.6,3.7,13,93,0.5
2026-04-26 07:55:05,2026-04-26 07:00:00,53,53,31,28.5,4.2,2.1,2.8,17,82,2.5
2026-04-26 11:55:54,2026-04-26 11:00:00,36,17,17,36.2,5.1,2.1,1.9,22,27,4.1
2026-04-26 14:19:48,2026-04-26 14:00:00,44,21,20,43.9,4.6,2.1,2.8,24,33,4.6
2026-04-26 16:38:00,2026-04-26 16:00:00,65,65,58,53.2,6,2.6,3.7,22,43,6.6
2026-04-26 18:06:29,2026-04-26 17:00:00,89,89,73,57.1,6.9,3.1,4.6,21,43,5.6
2026-04-26 19:04:41,2026-04-26 18:00:00,91,91,71,49.6,7.8,3.1,4.6,19,39,4.6
2026-04-26 19:56:04,2026-04-26 19:00:00,82,82,64,44.7,7.4,2.6,4.6,18,42,2.5
