record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-04-08 01:16:06,2026-04-08 01:00:00,74,74,51,13.5,18.3,2.6,4.6,8,42,2.5
2026-04-08 03:32:19,2026-04-08 03:00:00,74,74,48,12.6,12.8,2.6,4.6,7,48,1.5
2026-04-08 05:03:35,2026-04-08 04:00:00,70,70,42,12.2,10.1,2.6,3.7,3,64,1.5
2026-04-08 05:58:48,2026-04-08 05:00:00,63,63,38,15.1,7.4,2.6,3.7,2,69,1.5
2026-04-08 06:58:51,2026-04-08 06:00:00,63,63,38,15.1,6.4,2.6,3.7,2,69,0.5
2026-04-08 07:54:31,2026-04-08 07:00:00,65,65,40,15.9,6.9,2.6,4.6,7,52,1.5
2026-04-08 11:32:39,2026-04-08 11:00:00,117,117,62,30.1,11,4.6,4.6,15,38,1.5
2026-04-08 13:58:00,2026-04-08 13:00:00,134,134,68,38.6,11,4.6,4.6,17,36,3.6
2026-04-08 15:53:23,2026-04-08 15:00:00,152,152,71,46.8,10.6,4.6,5.5,20,34,3.6
2026-04-08 17:19:09,2026-04-08 17:00:00,157,157,76,51.9,12.4,4.1,5.5,18,48,3.6
