record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-04-10 00:43:17,2026-04-10 00:00:00,122,122,48,17.9,7.4,2.1,7.3,10,93,0.5
2026-04-10 02:10:44,2026-04-10 01:00:00,132,132,52,15.9,9.6,2.1,7.3,10,93,0.5
2026-04-10 03:39:22,2026-04-10 03:00:00,127,127,53,12.6,8.7,2.1,7.3,10,93,1.5
2026-04-10 05:04:09,2026-04-10 04:00:00,127,127,53,7.8,13.8,2.1,7.3,8,100,0.5
2026-04-10 05:58:00,2026-04-10 05:00:00,124,124,50,13.9,7.4,2.1,7.3,8,100,1
2026-04-10 07:01:18,2026-04-10 06:00:00,124,124,50,9.4,9.2,2.1,7.3,8,100,0.5
2026-04-10 07:53:48,2026-04-10 07:00:00,99,99,41,10.6,4.6,2.1,7.3,10,100,0.5
2026-04-10 11:42:18,2026-04-10 11:00:00,87,87,34,24.8,6.4,2.1,6.4,18,59,1.5
2026-04-10 14:08:21,2026-04-10 13:00:00,91,91,38,32.1,9.2,2.6,6.4,23,40,3.6
2026-04-10 15:59:30,2026-04-10 15:00:00,87,87,36,46.3,9.2,2.6,6.4,29,12,6.6
2026-04-10 17:38:42,2026-04-10 17:00:00,41,13,6,40.7,2.8,2.1,3.7,28,8,9.7
2026-04-10 19:12:33,2026-04-10 18:00:00,42,13,6,41.5,2.8,2.1,3.7,27,9,7.7
2026-04-10 20:01:45,2026-04-10 19:00:00,41,13,6,41.1,3.2,2.1,3.7,25,10,4.6
2026-04-10 21:50:14,2026-04-10 21:00:00,26,25,10,26,8.3,2.1,4.6,23,25,2.5
2026-04-10 23:06:55,2026-04-10 22:00:00,31,13,7,30.9,5.5,2.1,3.7,13,58,0.5
