record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-04-12 00:55:00,2026-04-12 00:00:00,74,74,69,31.7,7.4,3.6,5.5,10,53,0.5
2026-04-12 01:49:56,2026-04-12 01:00:00,82,82,70,30.9,7.8,3.6,5.5,9,61,0.2
2026-04-12 03:05:01,2026-04-12 02:00:00,78,78,65,25.2,6.4,2.6,5.5,8,65,0.5
2026-04-12 03:49:54,2026-04-12 03:00:00,72,72,62,23.6,4.6,2.6,5.5,8,53,0.5
2026-04-12 04:51:29,2026-04-12 04:00:00,72,72,61,23.6,4.2,2.6,5.5,6,65,0.5
2026-04-12 05:48:29,2026-04-12 05:00:00,72,72,61,22.4,4.2,2.6,5.5,6,75,0.5
2026-04-12 06:52:22,2026-04-12 06:00:00,82,82,65,22.4,4.2,2.6,5.5,6,70,0.5
2026-04-12 07:51:00,2026-04-12 07:00:00,76,76,62,22.8,4.6,2.6,6.4,9,76,0.5
2026-04-12 11:46:25,2026-04-12 11:00:00,107,107,82,38.6,8.7,4.6,7.3,18,29,1.5
2026-04-12 14:02:44,2026-04-12 13:00:00,129,129,82,53.2,6,4.1,6.4,22,28,0.5
2026-04-12 15:44:30,2026-04-12 15:00:00,99,99,66,57.1,5.5,3.6,6.4,26,22,0.5
2026-04-12 17:05:47,2026-04-12 16:00:00,91,91,60,55.8,6,3.1,5.5,27,19,1.5
2026-04-12 18:01:21,2026-04-12 17:00:00,80,80,54,53.2,5.5,3.1,5.5,26,21,0.5
2026-04-12 18:59:37,2026-04-12 18:00:00,72,72,55,47.2,7.4,3.1,5.5,25,25,1.5
2026-04-12 19:48:30,2026-04-12 19:00:00,74,74,56,40.7,9.2,2.6,6.4,20,40,0.5
