record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-04-06 00:54:16,2026-04-06 00:00:00,33,13,6,33.3,1,2.1,2.8,9,16,0.5
2026-04-06 01:49:44,2026-04-06 01:00:00,33,13,6,32.9,1,2.1,2.8,8,24,2.5
2026-04-06 03:03:57,2026-04-06 02:00:00,31,13,6,30.9,2.3,2.1,2.8,10,19,2.5
2026-04-06 03:48:48,2026-04-06 03:00:00,29,13,7,28.5,3.2,2.1,2.8,10,15,4.6
2026-04-06 04:50:18,2026-04-06 04:00:00,31,13,6,30.5,1.4,2.1,2.8,8,19,1.5
2026-04-06 05:47:32,2026-04-06 05:00:00,32,13,6,32.1,0.5,2.1,2.8,5,28,0.5
2026-04-06 06:51:41,2026-04-06 06:00:00,31,13,6,30.9,1,2.1,2.8,1,40,0.5
2026-04-06 07:49:43,2026-04-06 07:00:00,24,13,9,24,5.5,2.1,2.8,6,38,0.5
2026-04-06 11:41:42,2026-04-06 11:00:00,32,13,8,32.1,1.9,2.1,2.8,16,13,11.8
2026-04-06 14:07:08,2026-04-06 13:00:00,33,13,10,33.3,1.4,2.1,2.8,17,11,8.7
2026-04-06 16:02:25,2026-04-06 15:00:00,35,13,11,34.6,1,2.1,2.8,17,12,8.7
2026-04-06 17:41:56,2026-04-06 17:00:00,35,17,13,35.4,1,2.1,2.8,17,13,8.7
2026-04-06 19:13:05,2026-04-06 18:00:00,35,17,15,35,1.4,2.1,2.8,15,10,6.6
