record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-04-05 00:53:06,2026-04-05 00:00:00,93,93,54,32.9,7.4,3.1,5.5,10,57,1.5
2026-04-05 01:48:08,2026-04-05 00:00:00,93,93,52,30.1,7.4,2.6,5.5,9,61,0.5
2026-04-05 03:01:26,2026-04-05 02:00:00,51,93,51,28.1,7.8,2.6,4.6,6,75,0.5
2026-04-05 03:46:17,2026-04-05 03:00:00,89,89,49,26.9,9.2,3.1,4.6,6,75,1.5
2026-04-05 04:49:57,2026-04-05 04:00:00,97,97,53,25.6,8.3,3.1,4.6,5,80,1.5
2026-04-05 05:46:11,2026-04-05 05:00:00,99,99,53,20.4,7.4,2.6,4.6,3,86,0.5
2026-04-05 06:49:22,2026-04-05 06:00:00,99,99,52,17.9,6.9,2.1,5.5,3,93,0.2
2026-04-05 07:46:32,2026-04-05 07:00:00,107,107,53,16.3,9.2,2.6,5.5,5,86,0.5
2026-04-05 11:37:29,2026-04-05 11:00:00,37,13,7,36.6,1.9,2.1,2.8,18,12,8.7
2026-04-05 13:53:23,2026-04-05 13:00:00,37,13,8,36.6,1.4,2.1,2.8,19,10,12.8
2026-04-05 15:32:42,2026-04-05 15:00:00,36,13,8,35.8,1.4,2.1,2.8,20,8,10.8
2026-04-05 17:00:31,2026-04-05 16:00:00,36,13,9,35.8,1,2.1,2.8,19,8,10.8
2026-04-05 17:56:45,2026-04-05 17:00:00,35,13,11,35,1.4,2.1,2.8,18,6,10.8
2026-04-05 18:55:05,2026-04-05 18:00:00,35,13,10,34.6,1.4,2.1,2.8,16,8,9.7
2026-04-05 19:45:21,2026-04-05 19:00:00,34,13,12,34.2,1.4,2.1,2.8,14,10,8.7
2026-04-05 21:30:33,2026-04-05 21:00:00,34,13,11,33.8,1.4,2.1,2.8,12,12,2.5
2026-04-05 22:54:25,2026-04-05 22:00:00,34,13,8,33.8,1.4,2.1,2.8,11,13,3.6
