record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-08-20 00:46:01,2026-08-20 00:00:00,107,107,50,36.2,9.2,0.6,5.5,25,88,0.5
2026-08-20 01:39:52,2026-08-20 01:00:00,122,122,54,38.6,7.8,0.6,6.4,24,94,0.5
2026-08-20 02:52:37,2026-08-20 02:00:00,117,117,54,35.8,7.4,0.6,6.4,25,88,1.5
2026-08-20 03:39:13,2026-08-20 03:00:00,104,104,50,35,6.9,1.1,7.3,25,88,1.5
2026-08-20 04:44:58,2026-08-20 04:00:00,95,95,45,21.6,4.6,0.6,6.4,24,94,1.5
2026-08-20 05:40:42,2026-08-20 05:00:00,91,91,41,19.9,3.7,1.6,5.5,24,94,1.5
2026-08-20 06:41:14,2026-08-20 06:00:00,91,91,40,14.3,4.2,1.6,6.4,24,94,0.5
2026-08-20 07:35:51,2026-08-20 07:00:00,93,93,42,15.1,4.2,1.6,6.4,25,88,0.5
2026-08-20 09:51:03,2026-08-20 09:00:00,85,85,38,32.5,6,1.1,6.4,28,78,0.5
2026-08-20 11:09:32,2026-08-20 10:00:00,85,85,39,42.3,4.2,1.1,7.3,29,74,1.5
2026-08-20 11:59:05,2026-08-20 11:00:00,89,89,41,49.2,4.6,1.1,7.3,29,74,1.5
2026-08-20 12:52:39,2026-08-20 12:00:00,99,99,49,53.2,4.2,0.6,7.3,31,66,1.5
