record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-08-19 00:47:50,2026-08-19 00:00:00,38,38,15,35.8,0.5,1.6,4.6,23,88,0.5
2026-08-19 01:42:35,2026-08-19 01:00:00,39,30,11,38.6,1,0.6,3.7,22,100,0.5
2026-08-19 02:55:47,2026-08-19 02:00:00,39,30,10,39.4,1,0.6,3.7,22,100,0.5
2026-08-19 03:40:16,2026-08-19 03:00:00,38,38,13,33.3,2.3,0.6,3.7,22,94,0.5
2026-08-19 04:40:17,2026-08-19 04:00:00,50,50,18,25.6,1,0.6,3.7,22,94,1.5
2026-08-19 05:37:13,2026-08-19 05:00:00,53,53,20,22.4,1,1.6,4.6,22,94,0.5
2026-08-19 06:41:07,2026-08-19 06:00:00,46,46,17,22.8,0.5,0.6,3.7,22,100,1
2026-08-19 07:35:31,2026-08-19 07:00:00,55,55,22,18.7,3.7,0.6,4.6,24,88,0.5
2026-08-19 09:52:33,2026-08-19 09:00:00,46,46,19,19.9,1,1.6,4.6,28,69,0.5
2026-08-19 11:10:43,2026-08-19 10:00:00,55,55,23,31.7,1,0.6,4.6,29,70,0.5
2026-08-19 12:00:39,2026-08-19 11:00:00,68,68,30,45.1,1,0.6,4.6,29,65,0.5
2026-08-19 12:51:16,2026-08-19 12:00:00,70,70,30,52.6,1,0.6,4.6,30,58,0.5
2026-08-19 13:45:52,2026-08-19 13:00:00,61,61,24,57.1,1,0.6,4.6,31,58,1.5
2026-08-19 15:04:34,2026-08-19 14:00:00,57,50,19,56.5,2.8,0.6,4.6,31,62,1.5
2026-08-19 15:53:19,2026-08-19 15:00:00,65,53,21,64.9,3.2,0.6,4.6,31,62,1.5
2026-08-19 16:53:55,2026-08-19 16:00:00,77,63,28,77.3,4.2,1.6,4.6,32,55,1.5
2026-08-19 17:48:50,2026-08-19 17:00:00,97,80,35,96.8,5.5,0.6,5.5,32,55,1.5
2026-08-19 18:45:44,2026-08-19 18:00:00,103,102,42,102.6,6,0.6,5.5,30,66,1.5
2026-08-19 19:39:42,2026-08-19 19:00:00,99,99,40,85.8,5.5,1.6,5.5,28,74,1.5
2026-08-19 21:07:51,2026-08-19 20:00:00,107,107,43,67.5,6.9,1.6,5.5,28,74,0.5
2026-08-19 21:56:43,2026-08-19 21:00:00,85,85,34,54.5,6.9,1.6,5.5,28,74,1.5
2026-08-19 22:52:40,2026-08-19 22:00:00,87,87,37,46.3,7.4,0.6,5.5,28,74,2.5
2026-08-19 23:45:24,2026-08-19 23:00:00,95,95,44,39,8.3,0.6,5.5,26,83,1.5
