record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-08-26 00:54:52,2026-08-26 00:00:00,21,17,10,21.2,1,1.1,3.7,23,88,1.5
2026-08-26 01:44:52,2026-08-26 01:00:00,22,17,9,21.6,1,1.1,3.7,22,94,1.5
2026-08-26 02:55:59,2026-08-26 02:00:00,20,17,10,20.4,1,1.1,3.7,23,88,2.5
2026-08-26 03:45:14,2026-08-26 02:00:00,17,17,10,16.7,1.4,0.6,3.7,23,88,1.5
2026-08-26 04:45:23,2026-08-26 04:00:00,21,21,10,15.1,2.3,1.1,3.7,24,78,3.6
2026-08-26 05:43:29,2026-08-26 05:00:00,21,21,11,13.9,1.4,0.6,3.7,23,88,1.5
2026-08-26 06:44:31,2026-08-26 06:00:00,17,17,11,12.6,1.9,1.1,3.7,22,94,2.5
2026-08-26 07:37:47,2026-08-26 07:00:00,17,17,11,13.5,2.3,0.6,4.6,23,88,1.5
2026-08-26 09:57:47,2026-08-26 09:00:00,19,13,8,18.7,1.9,1.1,3.7,24,83,1.5
2026-08-26 11:17:43,2026-08-26 11:00:00,23,21,11,23.2,2.8,1.1,3.7,26,73,0.5
2026-08-26 12:55:16,2026-08-26 12:00:00,26,25,15,26.4,2.8,1.1,3.7,28,61,2.5
2026-08-26 13:50:01,2026-08-26 13:00:00,33,17,10,32.9,2.3,1.1,3.7,28,65,0.5
2026-08-26 15:08:20,2026-08-26 14:00:00,37,17,9,36.6,1.4,1.1,3.7,28,65,1.5
2026-08-26 15:59:19,2026-08-26 15:00:00,40,17,10,39.8,2.3,1.1,3.7,28,61,2.5
2026-08-26 17:01:47,2026-08-26 16:00:00,42,21,11,41.5,2.8,1.1,3.7,28,65,2.5
2026-08-26 17:56:38,2026-08-26 17:00:00,42,21,11,41.9,2.3,1.1,3.7,27,65,2.5
2026-08-26 18:51:04,2026-08-26 18:00:00,42,25,14,41.9,3.2,1.1,3.7,26,73,1.5
2026-08-26 19:44:29,2026-08-26 19:00:00,41,30,14,40.7,5.1,1.1,4.6,26,69,2.5
2026-08-26 21:15:44,2026-08-26 21:00:00,38,38,18,23.2,3.7,1.1,4.6,22,88,0.5
2026-08-26 23:52:29,2026-08-26 23:00:00,38,38,18,17.5,4.2,1.1,4.6,22,94,0.5
