record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-08-08 00:08:28,2026-08-07 23:00:00,30,30,12,22.4,4.6,1.6,3.7,25,94,2.5
2026-08-08 01:06:36,2026-08-08 00:00:00,34,34,13,18.7,4.6,1.6,3.7,25,94,2.5
2026-08-08 02:01:28,2026-08-08 01:00:00,34,34,13,16.3,6,1.6,3.7,25,88,1.5
2026-08-08 03:14:45,2026-08-08 03:00:00,46,46,17,14.3,4.6,0.6,4.6,25,83,1.5
2026-08-08 04:58:34,2026-08-08 04:00:00,55,55,22,13,5.1,1.1,4.6,25,78,1.5
2026-08-08 05:55:15,2026-08-08 05:00:00,55,55,22,9.8,4.6,1.1,3.7,25,78,1.5
2026-08-08 06:55:07,2026-08-08 06:00:00,53,53,21,12.6,5.1,0.6,3.7,25,73,2.5
2026-08-08 07:48:01,2026-08-08 07:00:00,57,57,25,13,6,1.1,4.6,25,73,1.5
2026-08-08 10:20:47,2026-08-08 10:00:00,38,38,19,23.6,4.2,1.6,3.7,27,61,3.6
2026-08-08 12:27:51,2026-08-08 12:00:00,34,34,16,30.5,5.1,0.6,3.7,30,51,1.5
2026-08-08 13:56:18,2026-08-08 13:00:00,34,34,15,32.9,5.1,0.6,3.7,30,51,0.5
2026-08-08 15:14:54,2026-08-08 15:00:00,39,34,15,38.6,6,0.6,3.7,31,45,1.5
2026-08-08 16:59:44,2026-08-08 16:00:00,41,34,15,40.7,6.4,0.6,3.7,31,48,1.5
