record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-08-12 01:11:57,2026-08-12 00:00:00,42,42,12,28.9,3.7,1.6,2.8,25,100,0.5
2026-08-12 02:08:22,2026-08-12 01:00:00,59,59,20,18.7,4.2,1.6,3.7,25,100,0.5
2026-08-12 03:19:42,2026-08-12 03:00:00,55,55,20,17.9,2.3,1.6,2.8,25,100,1.5
2026-08-12 05:03:58,2026-08-12 04:00:00,59,59,22,20.4,3.2,1.6,2.8,25,100,2.5
2026-08-12 06:04:14,2026-08-12 05:00:00,63,63,24,17.1,4.6,1.6,2.8,25,100,1.5
2026-08-12 07:02:47,2026-08-12 06:00:00,53,53,19,20.4,3.2,1.6,2.8,25,94,1.5
2026-08-12 07:59:12,2026-08-12 07:00:00,34,34,12,19.9,2.8,1.6,2.8,24,94,0.5
2026-08-12 10:43:37,2026-08-12 10:00:00,21,17,6,21.2,1.9,1.6,2.8,25,94,1.5
2026-08-12 13:01:58,2026-08-12 12:00:00,22,17,6,22,1,1.6,2.8,26,94,3
2026-08-12 14:41:31,2026-08-12 14:00:00,25,13,6,25.2,0.5,1.6,2.8,26,94,0.5
2026-08-12 16:38:57,2026-08-12 16:00:00,24,17,7,24,1,1.6,2.8,27,88,0.5
2026-08-12 18:19:11,2026-08-12 18:00:00,30,30,10,20.8,1.4,1.6,2.8,26,88,0.5
