record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-08-23 00:40:23,2026-08-23 00:00:00,76,76,33,19.5,3.2,1.6,6.4,26,94,1.5
2026-08-23 01:35:13,2026-08-23 01:00:00,72,72,30,17.9,7.4,0.6,5.5,26,94,1.5
2026-08-23 02:48:14,2026-08-23 02:00:00,68,68,29,16.3,7.8,0.6,5.5,26,94,1.5
2026-08-23 03:34:21,2026-08-23 03:00:00,57,57,21,15.1,7.8,0.6,4.6,26,94,1.5
2026-08-23 04:39:20,2026-08-23 04:00:00,34,34,13,14.7,6.9,0.6,4.6,25,94,0.5
2026-08-23 05:34:46,2026-08-23 05:00:00,50,50,19,13,7.4,1.1,5.5,25,100,0.5
2026-08-23 06:37:40,2026-08-23 06:00:00,57,57,22,11,7.4,1.1,5.5,26,94,0.5
2026-08-23 07:34:15,2026-08-23 07:00:00,57,57,22,8.2,6,0.6,5.5,26,94,0.5
2026-08-23 09:59:25,2026-08-23 09:00:00,63,63,26,11.8,6,0.6,6.4,27,88,1.5
2026-08-23 11:15:08,2026-08-23 10:00:00,72,72,30,11.4,6,0.6,7.3,28,88,2.5
2026-08-23 12:51:43,2026-08-23 12:00:00,87,87,40,12.6,6,1.6,7.3,30,79,0.5
2026-08-23 13:44:24,2026-08-23 13:00:00,80,80,34,18.7,5.5,1.6,7.3,32,70,1.5
2026-08-23 15:00:30,2026-08-23 14:00:00,93,93,40,35,4.6,0.6,6.4,32,70,1.5
2026-08-23 15:46:51,2026-08-23 15:00:00,85,85,35,52.6,4.2,0.6,6.4,33,66,1.5
2026-08-23 16:48:06,2026-08-23 16:00:00,72,72,30,65.6,4.2,1.6,6.4,33,66,1.5
2026-08-23 17:42:36,2026-08-23 17:00:00,72,72,30,59.7,3.7,1.6,6.4,32,70,1.5
2026-08-23 18:40:06,2026-08-23 18:00:00,80,80,30,55.2,3.7,0.6,6.4,31.5,72,1.5
2026-08-23 19:34:14,2026-08-23 19:00:00,87,87,33,49.2,4.2,1.6,6.4,30,84,1.5
2026-08-23 21:01:37,2026-08-23 20:00:00,91,91,37,43.9,4.6,1.6,6.4,29,83,0.5
2026-08-23 21:45:49,2026-08-23 21:00:00,74,74,27,46.3,2.8,1.6,6.4,28,94,0.5
2026-08-23 22:39:07,2026-08-23 22:00:00,54,46,13,53.9,1.9,1.6,5.5,28,88,0.5
2026-08-23 23:35:17,2026-08-23 23:00:00,50,34,10,49.6,2.3,1.6,5.5,28,94,1.5
