record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-08-11 01:07:59,2026-08-11 00:00:00,89,89,44,42.7,4.6,0.6,5.5,24,94,0.5
2026-08-11 02:02:53,2026-08-11 01:00:00,89,89,42,42.3,4.2,0.6,5.5,24,94,0.5
2026-08-11 03:16:04,2026-08-11 02:00:00,89,89,45,42.7,4.6,0.6,5.5,24,88,1.5
2026-08-11 05:01:25,2026-08-11 04:00:00,93,93,48,43.5,4.6,1.1,5.5,25,88,1.5
2026-08-11 05:57:33,2026-08-11 05:00:00,89,89,45,31.7,4.2,0.6,5.5,24,94,1.5
2026-08-11 06:55:56,2026-08-11 06:00:00,89,89,44,26,4.2,0.6,5.5,24,94,1.5
2026-08-11 07:50:16,2026-08-11 07:00:00,91,91,45,26.4,4.2,0.6,5.5,25,94,0.5
2026-08-11 10:27:12,2026-08-11 10:00:00,102,102,50,42.3,4.6,1.1,5.5,30,70,1.5
2026-08-11 12:39:27,2026-08-11 12:00:00,89,89,44,72.1,4.2,1.1,4.6,30,70,1.5
2026-08-11 14:03:50,2026-08-11 13:00:00,72,72,35,72.1,3.2,0.6,4.6,30,70,1.5
2026-08-11 15:36:54,2026-08-11 15:00:00,70,70,32,63.6,2.8,0.6,4.6,30,70,1.5
2026-08-11 17:13:02,2026-08-11 17:00:00,50,50,16,37.4,2.3,1.6,3.7,30.5,66,1.5
2026-08-11 18:13:52,2026-08-11 17:00:00,50,50,16,37.4,2.3,1.6,3.7,24.5,100,4.1
2026-08-11 19:56:04,2026-08-11 19:00:00,42,42,14,37.4,2.8,1.6,3.7,25,100,0.5
2026-08-11 21:42:11,2026-08-11 21:00:00,50,50,15,33.3,3.7,1.6,3.7,25,100,1.5
