record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-08-13 01:11:30,2026-08-12 23:00:00,21,21,10,13.9,1,1.6,2.8,25,94,2.5
2026-08-13 02:08:47,2026-08-13 01:00:00,12,21,11,11.8,1,1.6,2.8,25,88,3.6
2026-08-13 03:20:52,2026-08-13 03:00:00,17,17,15,7.4,1,1.6,2.8,24,94,1.5
2026-08-13 05:02:12,2026-08-13 04:00:00,17,17,14,7.8,1,1.6,2.8,24,94,1.5
2026-08-13 06:01:54,2026-08-13 05:00:00,21,21,16,7,1.4,1.6,2.8,24,94,0.5
2026-08-13 07:00:34,2026-08-13 06:00:00,21,21,18,5.7,1.4,1.6,2.8,24,88,2.5
2026-08-13 07:57:35,2026-08-13 07:00:00,25,25,16,6.1,1.9,1.6,2.8,24,94,3.6
2026-08-13 10:46:31,2026-08-13 10:00:00,26,13,9,26,1.9,1.6,2.8,28,61,5.6
2026-08-13 13:04:19,2026-08-13 12:00:00,30,13,8,29.7,2.8,0.6,2.8,30,58,4.6
2026-08-13 14:44:33,2026-08-13 14:00:00,31,13,7,31.3,3.2,0.6,2.8,26,78,3.6
