record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-08-16 00:41:02,2026-08-16 00:00:00,53,53,19,24.4,2.8,1.6,3.7,23,83,3.6
2026-08-16 01:34:16,2026-08-16 01:00:00,53,53,19,23.6,1.9,1.6,3.7,23,88,1.5
2026-08-16 02:46:56,2026-08-16 02:00:00,50,50,16,24.8,1.9,1.6,3.7,23,88,1.5
2026-08-16 03:33:48,2026-08-16 03:00:00,53,53,18,21.2,1.9,1.6,3.7,23,88,1.5
2026-08-16 04:38:20,2026-08-16 04:00:00,42,42,14,24.4,1.4,1.6,2.8,22,94,0.5
2026-08-16 05:34:14,2026-08-16 05:00:00,46,46,17,21.6,1.4,1.6,3.7,22,94,1.5
2026-08-16 06:36:49,2026-08-16 06:00:00,46,46,16,19.9,1.9,1.6,2.8,22,100,0.5
2026-08-16 07:34:05,2026-08-16 07:00:00,42,42,16,17.9,1.9,1.6,3.7,22,100,0.5
2026-08-16 09:56:40,2026-08-16 09:00:00,61,61,23,19.5,3.7,1.6,3.7,23,88,2.5
2026-08-16 11:12:33,2026-08-16 10:00:00,46,46,16,19.5,2.3,1.6,3.7,24,88,2.5
2026-08-16 12:02:25,2026-08-16 11:00:00,34,34,12,23.6,2.3,1.6,2.8,25,83,2.5
2026-08-16 12:49:41,2026-08-16 12:00:00,34,34,12,22,1.9,1.6,2.8,25,78,4.6
2026-08-16 13:42:34,2026-08-16 13:00:00,30,30,11,22.8,2.3,1.6,2.8,25,83,2.5
2026-08-16 14:58:40,2026-08-16 14:00:00,26,25,9,26,3.2,1.6,2.8,26,73,2.5
2026-08-16 15:44:43,2026-08-16 15:00:00,34,34,12,26,4.2,1.6,2.8,27,69,3.6
2026-08-16 16:46:16,2026-08-16 16:00:00,30,30,11,25.2,3.7,1.6,2.8,28,58,3.6
2026-08-16 17:41:34,2026-08-16 17:00:00,29,17,7,28.9,2.8,1.6,2.8,28,61,2.5
2026-08-16 18:39:44,2026-08-16 18:00:00,29,17,8,28.5,3.2,1.6,2.8,27,65,2.5
2026-08-16 19:33:40,2026-08-16 19:00:00,27,21,9,26.9,4.2,1.6,2.8,25,69,1.5
2026-08-16 21:00:01,2026-08-16 20:00:00,46,46,18,23.6,5.1,1.6,2.8,22,88,1.5
2026-08-16 21:44:32,2026-08-16 21:00:00,34,34,13,16.3,4.2,1.6,2.8,22,88,1.5
2026-08-16 22:38:16,2026-08-16 22:00:00,25,25,11,13.5,3.2,1.6,2.8,22,88,1.5
2026-08-16 23:35:01,2026-08-16 23:00:00,25,25,13,9.4,5.5,1.6,2.8,21,94,0.5
