record_time,publish_time,aqi,pm25,pm10,o3,no2,so2,co,temperature,humidity,wind
2026-08-21 00:49:58,2026-08-21 00:00:00,154,154,65,46.3,6.9,0.6,7.3,26,88,1.5
2026-08-21 01:45:08,2026-08-21 01:00:00,159,159,70,48.8,5.5,0.6,8.2,25.5,91,1
2026-08-21 02:58:33,2026-08-21 02:00:00,160,160,68,45.9,5.1,0.6,8.2,25,94,0.5
2026-08-21 03:45:18,2026-08-21 03:00:00,157,157,63,35.8,4.2,0.6,8.2,25,94,0.5
2026-08-21 04:45:54,2026-08-21 04:00:00,154,154,60,31.7,3.7,0.6,8.2,25,94,0.5
2026-08-21 05:43:03,2026-08-21 05:00:00,152,152,57,26.4,3.7,0.6,7.3,24,100,0.5
2026-08-21 06:44:38,2026-08-21 06:00:00,152,152,57,25.6,3.2,0.6,8.2,24,100,0.5
2026-08-21 07:39:55,2026-08-21 07:00:00,137,137,52,22.4,3.2,1.6,7.3,25,100,0.5
2026-08-21 09:56:51,2026-08-21 09:00:00,151,151,56,35.4,4.6,0.6,8.2,28.5,81,1
2026-08-21 11:15:38,2026-08-21 11:00:00,137,137,53,48,4.6,0.6,7.3,31,66,0.5
2026-08-21 12:53:54,2026-08-21 12:00:00,112,112,47,60.4,3.7,0.6,7.3,32,59,2.5
2026-08-21 13:47:26,2026-08-21 13:00:00,85,85,38,68.2,3.7,1.6,6.4,32,59,1.5
2026-08-21 15:06:35,2026-08-21 14:00:00,76,70,30,76,3.7,1.6,6.4,34,52,1.5
2026-08-21 15:56:52,2026-08-21 15:00:00,88,63,25,87.7,4.2,0.6,6.4,34,52,1.5
2026-08-21 16:57:44,2026-08-21 16:00:00,102,68,29,101.6,5.1,0.6,6.4,33,55,2.5
2026-08-21 17:51:47,2026-08-21 17:00:00,94,74,31,94.2,4.2,1.6,6.4,33,55,2.5
2026-08-21 18:46:47,2026-08-21 18:00:00,81,74,30,81.2,3.7,1.6,6.4,31,62,3.6
2026-08-21 19:41:49,2026-08-21 19:00:00,78,78,31,68.2,4.6,0.6,6.4,30.5,66,3
2026-08-21 21:10:04,2026-08-21 20:00:00,82,82,34,70.1,6.4,0.6,7.3,29,70,2.5
2026-08-21 21:59:06,2026-08-21 21:00:00,80,80,35,59.7,7.4,0.6,7.3,28,74,1.5
2026-08-21 22:53:05,2026-08-21 22:00:00,70,70,30,47.2,6.4,0.6,5.5,27,78,1.5
